number,draws,occurrences,draws_hit,full_rate,baseline,z_score,p_value_normal,bh_q_value,rate_30,rate_90,rate_365,rate_1095,current_gap_draws
905,7524,177,177,0.023524720893141945,0.022748762178548265,0.4514202204669983,0.6516867125447903,0.9444399839638302,0.0,0.0,0.0136986301369863,0.0228310502283105,227
906,7524,200,197,0.026182881446039342,0.022748762178548265,1.997826492164015,0.04573547414988404,0.8469532249978526,0.0,0.05555555555555555,0.021917808219178082,0.030136986301369864,35
907,7524,162,160,0.02126528442317916,0.022748762178548265,-0.8630251104754635,0.3881236610153489,0.9157596050401668,0.0,0.022222222222222223,0.0273972602739726,0.02009132420091324,62
908,7524,193,190,0.025252525252525252,0.022748762178548265,1.4565842970700584,0.14523116488103902,0.880188878066903,0.06666666666666667,0.022222222222222223,0.019178082191780823,0.0273972602739726,2
909,7524,169,169,0.022461456671982988,0.022748762178548265,-0.16714228821180713,0.8672580928142433,0.9651471600730266,0.06666666666666667,0.06666666666666667,0.024657534246575342,0.023744292237442923,2
910,7524,209,208,0.02764486975013291,0.022748762178548265,2.848349941597373,0.004394657246479949,0.6347518022496715,0.0,0.011111111111111112,0.030136986301369864,0.0273972602739726,79
911,7524,173,172,0.022860180754917598,0.022748762178548265,0.06481865254274569,0.9483183900985951,0.9786567493277555,0.03333333333333333,0.03333333333333333,0.021917808219178082,0.019178082191780823,25
912,7524,183,181,0.024056353003721425,0.022748762178548265,0.760701474806402,0.44683539373331865,0.9251250387853388,0.0,0.011111111111111112,0.021917808219178082,0.021917808219178082,81
913,7524,169,166,0.022062732589048378,0.022748762178548265,-0.3991032289663599,0.6898171431586075,0.9444399839638302,0.03333333333333333,0.03333333333333333,0.03287671232876712,0.025570776255707764,14
914,7524,171,169,0.022461456671982988,0.022748762178548265,-0.16714228821180713,0.8672580928142433,0.9651471600730266,0.0,0.0,0.00821917808219178,0.01643835616438356,255
915,7524,202,200,0.02658160552897395,0.022748762178548265,2.229787432918566,0.02576155809197476,0.6779357392624937,0.03333333333333333,0.022222222222222223,0.010958904109589041,0.023744292237442923,9
916,7524,182,181,0.024056353003721425,0.022748762178548265,0.760701474806402,0.44683539373331865,0.9251250387853388,0.03333333333333333,0.03333333333333333,0.021917808219178082,0.030136986301369864,21
917,7524,168,167,0.022195640616693248,0.022748762178548265,-0.321782915381509,0.7476171580398849,0.9488054283711327,0.03333333333333333,0.03333333333333333,0.03287671232876712,0.025570776255707764,24
918,7524,164,164,0.021796916533758637,0.022748762178548265,-0.5537438561360618,0.5797541566127147,0.9444399839638302,0.0,0.011111111111111112,0.0136986301369863,0.021004566210045664,40
919,7524,178,176,0.023391812865497075,0.022748762178548265,0.3740999068821474,0.7083299879728727,0.9444399839638302,0.06666666666666667,0.03333333333333333,0.019178082191780823,0.021004566210045664,10
920,7524,184,183,0.024322169059011165,0.022748762178548265,0.9153421019761039,0.3600120631105592,0.9157596050401668,0.0,0.011111111111111112,0.010958904109589041,0.0228310502283105,88
921,7524,188,184,0.024455077086656035,0.022748762178548265,0.9926624155609549,0.32087449673070356,0.9157596050401668,0.0,0.044444444444444446,0.0273972602739726,0.024657534246575342,44
922,7524,182,179,0.023790536948431685,0.022748762178548265,0.6060608476367002,0.5444743485521575,0.9371331300381368,0.03333333333333333,0.011111111111111112,0.01643835616438356,0.021004566210045664,8
923,7524,170,169,0.022461456671982988,0.022748762178548265,-0.16714228821180713,0.8672580928142433,0.9651471600730266,0.06666666666666667,0.03333333333333333,0.030136986301369864,0.025570776255707764,13
924,7524,179,178,0.023657628920786815,0.022748762178548265,0.5287405340518493,0.5969854544530353,0.9444399839638302,0.03333333333333333,0.022222222222222223,0.0136986301369863,0.015525114155251141,16
925,7524,179,179,0.023790536948431685,0.022748762178548265,0.6060608476367002,0.5444743485521575,0.9371331300381368,0.0,0.0,0.00821917808219178,0.021004566210045664,141
926,7524,182,180,0.023923444976076555,0.022748762178548265,0.6833811612215511,0.49436602094040333,0.9362992820840972,0.03333333333333333,0.011111111111111112,0.019178082191780823,0.019178082191780823,25
927,7524,169,168,0.022328548644338118,0.022748762178548265,-0.24446260179665805,0.8068725628456673,0.9619235119402324,0.0,0.022222222222222223,0.0410958904109589,0.025570776255707764,59
